fips,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01115,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01117,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01119,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01121,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01123,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01125,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01127,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01129,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01131,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
01133,1.068,1.189,1.163,1.021,1.084,1.44,1.342,1.28,1.453,1.746,2.356,2.644,2.823,3.756,2.42,2.938,3.775,3.876,3.835,3.701,2.576,2.177,2.484,2.96,2.819,2.313,3.04,4.683,3.915
04001,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04003,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04005,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04007,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
04009,1.109,1.235,1.198,1.044,1.121,1.491,1.401,1.319,1.509,1.81,2.402,2.705,2.885,3.803,2.467,2.992,3.84,4.085,3.963,3.848,2.755,2.438,2.833,3.354,3.233,2.727,3.484,5.21,4.581
