fips,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
20007,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20009,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20011,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20013,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20015,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20017,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20019,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20021,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20023,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20025,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20027,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20029,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20031,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20033,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20035,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20037,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20039,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20041,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20043,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20045,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20047,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20049,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20051,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20053,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20055,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20057,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20059,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20061,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20063,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20065,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20067,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20069,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20071,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20073,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20075,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20077,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20079,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20081,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20083,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20085,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20087,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20089,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20091,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20093,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20095,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20097,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20099,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20101,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20103,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20105,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20107,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20109,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20111,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20113,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20115,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20117,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20119,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20121,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20123,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20125,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20127,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20129,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20131,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20133,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20135,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20137,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20139,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20141,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20143,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20145,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20147,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20149,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20151,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20153,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20155,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20157,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20159,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20161,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20163,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20165,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20167,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20169,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20171,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20173,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20175,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20177,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20179,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20181,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20183,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20185,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20187,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20189,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20191,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
20193,5.36,5.52,5.79,6.4,6.33,6.66,6.84,7.12,7.62,8.07,8.08,7.96,8.87,9.63,9.54,9.35,9.71,9.92,10.23,10.68,11.07,11.94,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
